,title,brand,model,price,rating,review_num,operating_system,battery_life,screen_size,dimensions,Hard_Drive_Capacity,Processor Type,Processor Speed,RAM Memory
315,"Dell G7 15 7588 Gaming Laptop (Intel Core i7-8750H, 64GB RAM, 256GB SATA SSD + 2TB HDD, 15.6"" Full HD (1920x1080), NVIDIA GeForce GTX 1060, Wifi, Bluetooth, Webcam, 3xUSB 3.1, 1xHDMI, Win 10 Home)",Dell,G7 15 7588,1949.00,0,0,Windows 10,,15.6 in,,,Intel core i7-8750H,2.2 GHz,64 GB
316,"MSI WS65 9TK-688 15.6"" Mobile Workstation - Core i7-9750H - 32GB RAM - 512GB SSD - Quadro RTX 3000 - Windows 10 Pro",MSI,WS65688,2637.99,0,0,Windows 10,8.00 h,15.60 in,10.20 x 15.10 x 0.70 Inches,512.00 GB,Intel Core i7,2.60 GHz,32.00 GB
317,"Dell - XPS 15 15.6"" 4K Ultra HD - Intel Core i7, 16GB Memory, 512 SSD, NVIDIA GeForce GTX 1050",Dell,XPS9560-7001SLV-PUS,1849.11,3.8,27,Windows 10 Home 64bit English,,15.6 in,19.30 x 13.10 x 13.10 Inches,512 KB,Intel® Core? i7-7700HQ,2.8 Gigahertz,16 KB
318,"Microsoft Surface Book 2 15"" Intel Core i5 16GB RAM 256GB SS + Office 365 Bundle",Microsoft,QKK-00001+QQ2-00728,1729.99,0,0,Windows 10,,"1\"", 5\""",,,Intel i5-8250U,,16 GB
319,"HP Omen 15.6"" Gaming Laptop i5-8300H 12GB 1TB HDD GTX 1050 Ti W10H Refurb",HP,15-DC0010NR,832.30,0,0,Microsoft Windows 10 Home,5 h,"15.6""",,1000 GB,Intel Core i5,2.3 GHz,12 GB
320,"newest hp 14-inch chromebook hd touchscreen laptop pc (intel celeron n3350 up to 2.4ghz, 4gb ram, 32gb flash memory, wifi, hd camera, bluetooth, up to 10 hrs battery life, chrome os , black )",HP,HP 14 inch chromebook,345.24,0,0,,,"14\""",,,,,
321,"HP 11.6 Touchscreen Chromebook, 11+ Hour Battery, Only 2.62lbs, 2yr Google Cloud Storage 100GB",HP,11-v032nr,219.00,0,0,Chrome OS,11.5 hours,,,16 GB,Intel Celeron,,
322,"Microsoft Surface Pro 6 12.3"" Intel Core i5 8GB RAM 256GB SSD (Latest Model) Platinum  -   i5-8250U - 6MB SmartCache - PixelSense Display - microSD Memory Card Supported - Bluetooth - Wireless LA",Microsoft,KJT-00001,749.99,3.5,2,Windows 10,13.5 h,12.30 Inches,2.00 x 9.00 x 13.00 Inches,0 GB,Intel i5-8250U,1.6 Gigahertz,0 Gigabytes
323,"Microsoft Surface Book - 13.5"" - Core i7 6600U - 8 GB RAM - 256 GB SSD - English - North America",Microsoft,SW5-00001,698.99,4,3,Windows 10,12 hours,13.50 in,5.00 x 5.00 x 5.00 Inches,256 Gigabytes,Intel,0,8
324,"Dell XPS 13-9360 13.3"" Touchscreen Notebook w/ Intel i7, 8GB RAM & 256GB SSD",Dell,,1239.78,4,16810,Windows 10,,13.3 Inches,,256 KB,Intel Core i5,2.50 Gigahertz,8 Gigabytes
325,"Acer Spin 3 14"" HD, Intel Core i3-8130U, 4GB DDR4 RAM,128GB SSD, Steel Gray, SP314-51-33GR",Acer,NX.GZRAA.011,398.00,0,0,Windows 10,16.00 h,"14.00""",9.10 x 13.20 x 0.80 Inches,128 GB,Intel Core i3,2.2 GHz,4 GB
326,"HP Spectre x360 13t Convertible 2-in-1 Laptop in Dark Ash Silver (Intel 8th Gen i7-8550U, 16GB RAM, 512GB PCIe SSD, 13.3"" FHD 1920x1080 Touch, Win 10 Home) Two Year Warranty and Accidential Damage",HP,,1573.95,0,0,,,13.3 in,,,8th Generation Intel Core i7-8550U Quad Core Processor,1.8 GHz,
327,"Dell Inspiron 15 Laptop, 15.6"", AMD A12-9700P, AMD Radeon? R7 M445 Graphics, 1TB HDD Storage, 12GB RAM, i5565-A000GRY-PUS",Dell,i5565-A000GRY-PUS,574.98,3.5,3482,Windows 10 Home 64bit English,,15.60 in,13.50 x 3.25 x 19.75 Inches,1.00 TB,AMD A12,2.50 GHz,12.00 GB
328,"HP EliteBook 850 G5 15.6"" LCD Notebook - Intel Core i7 (8th Gen) i7-8650U Quad-core (4 Core) 1.9GHz - 8GB DDR4 SDRAM - 256GB SSD - Windows 10 Pro",HP,3RS10UT#ABA,2999.99,0,0,Windows 10,,15.60 in,,256.00 GB,Intel Core i7,1.90 GHz,8.00 GB
329,HP 15.6” Touch WLED Laptop Intel i5-8250U 8GB 1TB HDD Office 365 Personal 1Yr. (Refurbished),HP,4VS68UAR#ABA,499.99,0,0,"Windows, Windows 10",10.25 Hour,"15.6""",,,Intel Core i5,1.60 GHz,8 GB
330,Transformer Book T100TA-C1-GR 2 in 1 Netbook,ASUS,,299.48,4.1,314,,,"10.1""",,,,,
331,"HP Spectre 15-df0068nr 15.6"" Touchscreen Laptop i7-8565U 16GB 256GB SSD, Refurb",HP,"15-df0068nr, GeForce MX150",1200.11,0,0,"Windows, Windows 10",,"\"", 15.6""",,,Intel Core i7,1.80 GHz,16 GB
332,"Refurbished Lenovo ThinkPad x230t | 12.5"" LED Convertible Tablet | Intel Core i5-3320M 2.6GHz | 4GB DDR3 RAM | 320GB HD | Windows 7 Laptop Notebook Computer Tablet",Lenovo,,324.00,0,0,Windows,,"12.5\""",,320 GB,,,4 GB
333,"Microsoft Surface Laptop 2 13.5"" Intel Core i5 8GB RAM 256GB SSD Platinum - 8th Gen i5-8250U Quad-core - Touchscreen - Intel UHD Graphics 620 - Windows 10 Home - 14.5 hr battery life",Microsoft,LQN-00001,859.99,0,0,Windows 10,14.5 hours,"13.5""",,,Intel i5-8250U,,8 GB
334,"DELL INSPIRON 17-7773, CONV I7-8550U,16G,512SSD,WIFI+BT Backlit, Webcam GFMX150 2G 17.3IPSFHD/Touch,Windows 10 Home,1 Year (Renewed)",Dell,,979.99,0,0,Windows,,17.3 in,,512 GB,Intel Core i7,,16 KB
335,Getac V200 FULLY RUGGED 12.1” CONVERTIBLE - i7  8GB 512GB SSD Win 10 Pro - Refurbished,Getac,,649.99,0,0,Windows 10,,12.1 in,,512 GB,Intel® CoreTM i7-3520M 2.9GHz processor with Turbo Boost Technology up to 3.6GHz 4MB L3 Intel® Smart Cache,2 GHz,8 GB
336,"Refurbished Dell Inspiron 14 5000 2-in-1 Laptop, 14 Touch Screen, 8th Gen Intel Core i3, 4GB Memory, 128GB Solid State Drive, Windows 10 S",Dell,,265.05,0,0,,,,,,,,
337,"HP Chromebook x360 Convertible 14-da0011dx 14"" Chromebook - 1920 x 1080 - Core i3 i3-8130U - 8GB RAM - 64GB Flash Memory (Factory Refurbished)",HP,4XU18UAR#ABA,449.97,1,2,Chrome OS,14.00 h,14.00 in,,64 GB,Intel Core i3,2.2 GHz,8 GB
338,"Dell Inspiron 13 7000 2-in-1 Laptop: AMD Ryzen 7 2700U, RX Vega 10 Graphics, 256GB SSD, 12GB RAM, 13.3inch Full HD Touch Display",Dell,13 7375 2-in-1,530.00,3.8,1030,Windows 10 Home 64-bit English,,0 in,,256 GB,AMD Ryzen 7,,12 GB
339,"HP Pavilion 15 X360 Convertible Laptop, i5-8250U, 8GB Ram, 1TB HDD",HP,15-CR0056WM,899.88,3.9,15,Windows 10,10.25 h,15.6 in,15.60 x 19.00 x 1.00 Inches,1 TB,Intel Core i5 - 8th Generation,1.6 GHz,8 GB
340,"Refurbished Dell Chromebook 11.6"" Chromebook Intel Celeron Dual Core 2.16GHz 4GB 16GB SSD",Dell,Chromebook 11-3120,73.99,0,0,Chrome OS,,"11.6\""",,16 GB,,,4 GB
341,"HP 11 G4 Intel Celeron N2840 X2 2.16GHz 4GB 16GB SSD 11.6"", Black (Refurbished)",HP,11 G4,99.99,0,0,Chrome OS,11 Hours,11.6 Inches,11.80 x 8.10 x 0.80 Inches,16 GB,Intel Celeron,2.16 Gigahertz,4 Gigabytes
342,"Dell Chromebook 11 - 3189 Intel Celeron N3060 X2 1.6GHz 4GB 32GB, Black Refurbished",Dell,,159.99,5,1,Chrome OS,,,,,,,
343,"Acer R11 CB5-132T-C1LK 11.6"" Chromebook, Touchscreen, 2-in-1, Chrome, Intel Celeron N3150 Quad-Core Processor, 4GB RAM, 32GB Flash Storage",Acer,CB5-132T-C1LK,264.97,3.8,8,Chrome OS,10 h,"11.6""",11.57 x 8.03 x 0.76 Inches,32 GB,Intel Celeron,1.6 GHz,4 GB
344,"Dell Chromebook 11 CB1C13 11.6"" Laptop Intel Celeron 2955U 1.40GHz 4GB 16GB SSD Refurbished",Dell,,79.94,0,0,Chrome OS,,"11.6\""",,16 GB,,,4 GB
345,"2018 Newest Acer CB3-532 15.6"" HD Chromebook with 3x Faster WiFi, Intel Dual-Core Celeron N3060 up to 2.48GHz, 2GB RAM, 16GB",Adafruit,MODNXA7K5H16HX,181.71,0,0,,,,,,,,
346,"Lenovo 500e Chromebook 2nd Gen 81MC0000US 11.6"" Touchscreen LCD Chromebook - Intel Celeron N4100 Quad-core (4 Core) 1.1GHz - 4GB LPDDR4 - 32GB Flash Memory - Chrome OS",Lenovo,81MC0000US,366.24,5,1,Chrome OS,10 hours,11.60 in,8.00 x 11.40 x 0.80 Inches,32.00 GB,Intel Celeron,1.10 GHz,4.00 GB
347,"HP 14-CA070NR Chalkboard Gray 14 inch HD Touch Chromebook, Chrome OS, Celeron N3350 DC Processor, 4GB Memory, 32GB eMMC Storage, UMA graphics, B&O Play",HP,3GY52UA#ABA,329.00,4.1,31,Chrome OS,11.5 hours,"14""",8.90 x 13.30 x 3.00 Inches,32 GB,Intel Celeron,1.1 GHz,4 GB
348,"Acer 15.6"" Intel Celeron 1.60 GHz 4 GB Ram 16 GB Flash Chrome OS - Refurbished",Acer,CB3-532-C42P,159.99,0,0,Chrome OS,,15.60 in,,16 GB,Intel Core Celeron,1.6 GHz,4 GB
349,"ASUS 11.6"" High Performance Chromebook (Intel Celeron N4000, 2GB RAM, 32GB eMMC Storage, 11.6"" HD (1366 x 768) Display, Wireless-AC, Bluetooth, Webcam, Win 10 Home)",ASUS,,187.95,4,1,,,11.6 in,,,Intel Celeron N4000 Processor Dual-Core,1.10 GHz,2 GB
350,Refurbished Toshiba Tecra R850 2.5GHz DC i5 4GB 320GB DRW Windows 10 Pro 64 Laptop B Camera,Toshiba,Tecra R850,288.23,0,0,,,,,,,,
351,"HP ProBook x360 11 G1 - Education Edition - 11.6"" - Celeron N3350 - 4 GB RAM - 64 GB SSD",HP,11 G1,299.99,0,0,Windows 10,11 hours,11.6 in,8.20 x 11.90 x 5.00 Inches,64 GB,Intel Celeron,0 Gigahertz,0 Gigabytes
352,"Dell Rugged 14 7414 i5 6300U 2.4GHz 8G 256G SSD 14""HD TOUCH CAM DVDRW Back Lit WiFi BT W10 Pro - Laptop",Dell,7414,1089.99,0,0,"Windows 10 Professional, Windows 10",,"14""",9.70 x 14.00 x 2.00 Inches,256 GB,Intel Core i5,2.4 GHz,8 GB
353,"HP EliteBook 840 G2 14"" Laptop i5-5300U 8GB 128GB SSD Win10 Refurb",HP,840G2-I5-23-8-12810P,269.79,5,1,Windows 10,,17.00 Inches,18.00 x 17.00 x 6.00 Inches,128 GB,Intel i5-5300U,2.3 Gigahertz,8 Gigabytes
354,"Lenovo ThinkPad E495 Home and Business Laptop (AMD Ryzen 7 3700U 4-Core, 8GB RAM, 256GB SSD, 14"" Full HD (1920x1080), AMD Vega 10, Wifi, Bluetooth, Webcam, 2xUSB 3.1, 1xHDMI, SD Card, Win 10 Pro)",Lenovo,ThinkPad E495,878.90,0,0,Windows 10,,14 in,,,Ryzen 7 3700U,2.3 GHz,
355,"MSI GL63 9SDK-611 15.6"" Gaming Laptop, Intel Core i7-9750H, NVIDIA GeForce GTX 1660Ti, 16GB, 512GB NVMe SSD, Windows 10",MSI,611,1095.00,0,0,Windows 10,,"15.6""",10.20 x 15.10 x 14.00 Inches,512 GB,Intel Core i7,2.60 GHz,16 GB
356,"Lenovo - 130-15AST 15.6"" Laptop",Lenovo,Radeon R5 Graphics,256.40,5,1,"Windows, Windows 10",5 h,15.6 in,10.00 x 14.80 x 0.90 Inches,128 GB,AMD Athlon,3.10 GHz,4 GB
357,"HP 15-bs020WM, 15.6"" Touch Laptop, Windows 10, Intel Pentium N3710 Quad Core Processor, 4GB Memory, 500GB Hard Drive, DVD",HP,15-bs020WM,485.95,2.9,46,Windows 10,7 h,"15.6""",10.00 x 15.00 x 2.72 Inches,500 GB,Intel Pentium N3710,1.6 GHz,4 GB
358,"Refurbished HP 11.6"" Elitebook 810 G1 WA5-0786 Tablet/Laptop PC with Intel Core i5-3437U Processor, 8GB Memory, Touchscreen, 128GB Solid State Drive and Windows 10 Pro",HP,810 G1,281.98,4,1,Windows 10,,"11.6""",11.20 x 0.90 x 8.30 Inches,128 GB,Intel Core i5,1.90 GHz,8 GB
359,"HP Envy x360 15-CP0078NR Convertible Laptop, 15.6'', AMD Ryzen 5 2500U Processor, AMD Radeon Vega 8 Graphics, 256GB SSD Storage, 12GB RAM, 15-CP0078NR",HP,15-CP0078NR,679.00,0,0,Windows 10,10.50 h,"15.60""",,512.00 GB,AMD Ryzen 5 2500U Processor,2.00 GHz,12.00 GB
360,Refurbished Dell Latitude E6430 i7 3.0GHz 8GB 500GB DRW Windows 10 Pro 64 Laptop B,Dell,Latitude E6430,269.99,3.8,5,,,,,,,,
361,"Acer Chromebook 11 N7 C731 C731-C118 11.6"" Chromebook - 1366 x 768 - Celeron N3060 - 4GB RAM - 32GB Flash Memory Chrome OS - Gray",Acer,NX.GM8AA.006,149.99,0,0,Chrome OS,13 hours,11.60 in,,32.00 GB,Intel Celeron,1.60 GHz,4.00 GB
362,"HP Stream 14"" Jet Black Laptop, Windows 10 Home, Office 365 Personal 1-year included, Intel Celeron N3060 Processor, 4GB RAM, 32GB eMMC Storage",HP,14-ax040wm,288.98,3.4,46,Windows,10.75 h,14 in,12.01 x 19.02 x 2.72 Inches,32 GB,Intel Celeron,1.50 GHz,4.00 GB
363,"Refurbished HP 11-AH011WM 11.6"" Laptop Intel Celeron N3060 1.6 GHz 4GB SDRAM 32GB eMMC Aqua Blue",HP,VIPRB-11-AH011WM,148.00,3.5,11,Windows,,"11.6""",11.80 x 0.90 x 8.10 Inches,32 GB,,,
364,"HP Omen Gaming Laptop 17.3” Full HD, Intel Core i7-8750H, NVIDIA GeForce GTX 1070 Graphics, 1TB HDD + 256GB SSD, 16GB SDRAM, 4 Zone Backlit Keyboard, 17-an179wm",HP,17-an179wm,1339.00,5,5,Windows 10,4.75 h,17.20 in,,1 TB,Core i7-8750H,2.2 GHz,16 GB
365,Apple MacBook Pro 13.3 Intel Core 2 Duo 2.4GHz 4GB 250GB Laptop MC374LL/A (Certified Refurbished),Apple,MC374LL/A,329.94,3.8,36,May Come Standard with Mac OSX 10.6.3 or higher,,"13.3""",17.00 x 15.00 x 5.00 Inches,250 GB,Intel Core 2 Duo,2.4 GHz,4 GB
366,"Refurbished Apple MacBook Air 11.6"" MD711LL/A i5-4250U Dual-Core 1.3GHz 4GB 128GB SSD Laptop",Apple,MD711LL/A,375.70,3.5,56,Mac OS X,9 h,11.6 in,7.60 x 11.80 x 0.70 Inches,128 GB,Intel Core i5,1.3 GHz,4 GB
367,"Dell Inspiron 14 5482 2-in-1 Touchscreen Laptop, 14"", Intel Core i5-8265U, 8GB RAM, 256GB SSD, Intel UHD Graphics 620, Windows 10 Home, i5482-5182SLV-PUS",Dell,i5482-5182SLV-PUS,675.00,3.8,2851,Windows 10 Home 64-bit English,,14 in,,256 GB,Intel Core i5 8265-U,3.9 GHz,8 GB
368,"Manufacturer Refurbished Dell Chromebook 3120 XDGJH 11.6"" Intel Celeron N2840 2.16GHz 4GB RAM 16GB SSD (Scratch and Dent) + 1 YEAR WARRANTY",Dell,,77.98,4,6,,,,,,,,
369,"HP Stream Laptop 14-ds0090nr, AMD Dual-Core A4-9120e, 4GB DDR4, 64GB eMMC, AMD Radeon R3 Graphics, Windows 10 Home in S mode, Royal Blue and Frosted Blue",HP,14-DS0090NR,269.99,0,0,Windows 10 Home in S mode,8.25 hours,14.00 in,8.90 x 13.30 x 0.70 Inches,64.00 GB,AMD Dual-Core A4-9120e,1.50 GHz,4.00 GB
370,"ASUS ROG Laptop 17.3, Intel Core i7-9750H 2.6GHz, NVIDIA GeForce RTX 2080 GDDR6 8GB, 512GB PCIE G3X4 SSD + 1TB SSHD (8GB Cache) FireCuda, 32GB DDR4 RAM, G703GX-XB76",ASUS,G703GX-XB76,3248.38,0,0,"Windows 10 Professional (64bit), Windows 10",,17.3 in,,1.50 TB,"Intel Core i7, Intel Core i7-9750H",2.60 GHz,32.00 GB
371,"HP OMEN - 17t Gaming and Entertainment Laptop (Intel i7-9750H 6-Core, 8GB RAM, 512GB SSD, 17.3"" Full HD (1920x1080), NVIDIA GTX 1660 Ti, Wifi, Bluetooth, Webcam, 3xUSB 3.1, 1xHDMI, Win 10 Home)",HP,,1399.00,0,0,Windows 10,,17.3 in,,512 GB,Intel Core i7,2.60 GHz,8 GB
372,"ROG Zephyrus S Ultra Slim Gaming Laptop, 15.6? 144Hz IPS-Type Full HD, GeForce RTX 2080, Intel Core i7-8750H CPU, 16GB DDR4, 512GB PCIe NVMe SSD, Windows 10 Pro - GX531GX-XS74",ASUS,GX531GXXS74,2524.99,0,0,Windows 10,,15.6 in,10.60 x 14.20 x 0.60 Inches,512 TB,Intel Core i7,2.20 GHz,16 GB
373,"MSI GF65 THIN 9SE-013 15.6"" Gaming Notebook - 1920 x 1080 - Core i7 i7-9750H - 16 GB RAM - 512 GB SSD - Black - Windows 10 Home - NVIDIA RTX 2060 with 6 GB - In-plane Switching (IPS) Technology -",MSI,GF65 THIN 9SE-013,1317.14,0,0,,,,,,,,
374,"ASUS ROG Zephyrus Gaming Laptop 15.6"", Intel Core i7-8750, NVIDIA GeForce GTX 1080 8GB, 512GB SSD Storage, 16GB RAM, GX501GI-XS74",ASUS,GX501GI-XS74,1999.99,4.3,3,Windows 10,4 h,"15.6""",10.30 x 14.90 x 6.00 Inches,512 GB,"Intel Core i7, Intel Core i7 - 8th Generation",2.2 GHz,16 GB
375,"HP OMEN 15t Gaming and Entertainment Laptop (Intel i7-9750H 6-Core, 64GB RAM, 2TB PCIe SSD + 1TB HDD , 15.6"" Full HD (1920x1080), NVIDIA GTX 1660 Ti, Wifi, Bluetooth, Webcam, 3xUSB 3.1, Win 10 Home)",HP,OMEN 15t,2349.00,0,0,Windows 10,,15.60 in,,2000 GB,Intel core i7-9750H,2.60 GHz,64.00 GB
376,"MSI GE63 Raider RGB-600 15.6"" Gaming Notebook - 1920 x 1080  + Office 365 Bundle",MSI,GE63RGB600+QQ2-00728,2019.99,0,0,Windows 10,,,,,Intel i7-9750H,,
377,"MSI GL75 9SDK-057 17.3"" Gaming Notebook - Intel Core i7 - 16GB RAM - 512GB SSD - NVIDIA GeForce GTX 1660 Ti - Windows 10 Home - Black",MSI,GL759SDK057,1412.17,0,0,Windows 10,,"17.30""",10.00 x 15.60 x 1.10 Inches,512.00 GB,Intel Core i7,2.60 GHz,16.00 GB
378,"GIGABYTE AERO 15 Gaming Notebook 15.6"" 144Hz FHD, Intel Core i9-8950HK, NVIDIA GeForce RTX 2070 GPU, 16GB RAM, 1TB SSD Storage, Windows 10 Pro, AERO 15-X9-9RT5",GIGABYTE,AERO 15,2399.00,3,2,Windows 10,8.00 h,"15.00""",,1 TB,IntelÂ® Coreâ¢ i9-8950HK,4.8 GHz,16 GB
379,"HP OMEN Laptop 15-dc1020nr, Core i7-9750H, 8GB DDR4, 256GB SSD, 15.6in FHD",HP,6QT88UA#ABA,1091.56,0,0,Windows 10,6.25 hours,15 in,10.40 x 14.20 x 1.00 Inches,256 GB,Intel Core i7,2.60 GHz,8 GB
380,"ASUS ZenBook Flip 14 UX461FN-DH74T Ultra-Slim Convertible Laptop 14? FHD, Intel Core i7, 16GB, 512GB NVMe PCIe SSD,Nvidia MX150, Windows 10 Home & Fingerprint Reader",ASUS,UX461FN-DH74T,1249.99,5,1,"Windows 10 (64bit), Windows 10",12 h,"14""",20.00 x 12.00 x 4.00 Inches,512.00 GB,"Intel Core i7, Intel Core i7-8565U 1.8GHz (Turbo up to 4.6GHz)",1.80 GHz,16.00 GB
381,Microsoft Surface Book CR9-00013 Tablet Computer,Microsoft,Book,584.99,0,0,Windows 10,12 hours,"13.5""",9.10 x 12.30 x 0.90 Inches,128 GB,Intel Core i5,2.40 GHz,8 GB
382,"HP 17-by0012cl 17.3"" Touchscreen Laptop i5-8250U 12GB 1TB HDD W10H Refurb",HP,,555.87,5,1,,,"17.3""",,,,1.60 GHz,12 GB
383,"Microsoft JKQ-00036 Surface 13.5"" Touchscreen Laptop i7-7660U 8GB 256GB SSD W10P",Microsoft,JKQ-00036-RF,819.00,0,0,Windows 10,14.5 hours,"13.5""",8.80 x 12.10 x 0.60 Inches,256 GB,Intel Core i7,2.50 GHz,8 GB
384,"HP - 2-in-1 14"" Touch-Screen Chromebook - Intel Core i3 - 8GB Memory - 64GB eMMC Flash Memory - HP Finish In Ceramic White And Cloud Blue Touchscreen Laptop Notebook 14-DA0011DX",HP,14-DA0011DX,533.48,0,0,Chrome OS,,"14\""",,,,,
385,"HP - Spectre Folio Leather 2-in-1 13.3"" Touch-Screen Laptop - Intel Core i7 - 8GB Memory - 256GB Solid State Drive - Cognac Brown Notebook Tablet PC Computer 13-AK0013DX",HP,13-ak0013dx,979.00,0,0,Windows 10,18.3 h,"13.3""",9.20 x 12.60 x 0.60 Inches,256 GB,Intel Core i7,1.50 GHz,8 GB
386,Dell Chromebook 11 3189,Dell,2NN30,333.00,3,6,Chrome OS,10 Hours,"11.6""",17.00 x 3.00 x 11.00 Inches,16 GB,Intel Celeron,1.6 GHz,4 GB
387,"Refurbished Lenovo Flex 5 2-in-1 Laptop, 10-point Multitouch TouchScreen 15.6"" FHD (1920 x 1080) Touchscreen, Intel Quad Core i7-8550U, 16GB RAM, 512 GB SSD, NVIDIA 940MX, Win 10",Lenovo,Lenovo Flex 5,679.00,0,0,Windows 10 Home 64bit,,15.60 in,,512.00 GB,Intel Core i7 8th Gen.,1.80 GHz,16.00 GB
388,"Lenovo IdeaPad Flex 5-1470 81C9000DUS 14"" LCD 2 in 1 Notebook - Intel Core i5 (8th Gen) i5-8250U Quad-core (4 Core) 1.6GHz - 8GB DDR4 SDRAM - 256GB SSD - Windows 10 Home",Lenovo,81C9000DUS,808.00,0,0,Windows 10,10.50 h,14.00 in,9.00 x 12.90 x 3.00 Inches,256.00 GB,Intel Core i5,1.60 GHz,8.00 GB
389,"Newest HP 15.6-inch HD Touchscreen Display Laptop PC, Intel Dual Core i3-7100U 2.4GHz Processor, 8GB DDR4 SDRAM, 1TB HDD, Blu",HP,l SilverB07DLGL6CQ,1251.35,0,0,Windows,,"15.6\""",,1000 GB,,,8 GB
390,"HP ENVY x360 Convertible 15-cn1010nr, 15.6"", Core i7-8565U, Intel UHD Graphics 620, 256GB SSD, 8GB Memory, 5TS79UA#ABA",HP,15-CN1010NR,899.00,0,0,Windows 10,12.00 h,15.60 in,9.70 x 14.10 x 0.70 Inches,256.00 GB,Intel Core i7-8565U,1.80 GHz,8.00 GB
391,"ASUS Vivobook Flip 12, 2-in-1, Touchscreen, Dual-Core Celeron, 4GB RAM, 500GB Hard Drive, Windows 10 Home, Finger Print reader, ASUS Stylus Pen included",ASUS,TP203NAWB01T,361.99,3.8,4,Windows 10,8 h,11.60 in,7.80 x 11.50 x 2.20 Inches,500 KB,Dual-Core Celeron,1.1 Hz,4 KB
392,Dell Chromebook 11 3180 DP1T3 11.6-Inch Traditional Laptop (Black),Dell,8R1993,298.18,5,1,Chrome OS,10 Hours,"11.6""",17.00 x 3.00 x 11.20 Inches,32 GB,Intel Celeron,1.6 GHz,4 GB
393,"Dell Inspiron 13 (5379) Laptop, 13.3”, Intel® Core™ i7-8550U, Intel® UHD Graphics 620, 256GB SSD, 8GB RAM, i5379-7923GRY-PUS",Dell,i5379-7923GRY-PUS,946.40,3.9,15598,Windows 10 Home 64-bit English,,13.3 in,15.10 x 13.60 x 13.60 Inches,256 GB,Intel Core i7 - 8th Generation,,8 GB
394,"Dell Latitude 5000 5591 LCD Notebook, 15.6'', Intel Core i7 (8th Gen) i7-8850H Hexa-core (6 Core) 2.6GHz, 8GB DDR4 SDRAM, 256GB SSD, Windows 10 Pro",Dell,52N1K,2376.95,0,0,Windows 10,,15.60 in,9.90 x 14.80 x 3.00 Inches,256 GB,Intel Core i7,2.6 GHz,8 GB
395,Refurbished Microsoft Surface Book 256 GB 8 GB RAM Intel Core i5,Microsoft,SX3-00001-RB,569.00,0,0,Windows 10 Pro,,"13.5""",,256 Gibibytes,Intel Core i5-6300U with Intel Turbo Boost Technology 2.0,2.4 Gigahertz,8 Gibibytes
396,"HP ENVY x360 13.3"" Touchscreen Laptop Ryzen7 2700U 8GB 256GB SSD W10H, Refurb",HP,,670.99,1,1,,,"13.3""",18.80 x 11.80 x 2.80 Inches,,,2 GHz,8 GB
397,"HP Envy X360 15t Convertible 2-in-1 Premium Home and Business Laptop (Intel 8th Gen i7-8550U, 8GB RAM, 1TB HDD + 16GB Intel Optane, 15.6"" 4K UHD (3840x2160) Touch, HP Pen, Bluetooth, Win 10 Home)",HP,,1199.00,1,1,Windows,,15.6 in,,,8th Generation Intel Core i7-8550U,1.8 GHz,
398,"2018 Flagship Dell Inspiron 2-in-1 Laptop, FHD IPS 15.6"" Touchscreen, Intel Quad-Core i5-8250U (Beat i7-7500U), 8GB DDR4, 1TB HDD, MaxxAudio Pro，WIFI, Bluetooth, 720p Webcam, Windows 10",Dell,,669.00,0,0,Windows 10,,15.6 in,,1 TB,8th intel i5,,8 GB
399,"HP Spectre x360 13t Premium Ultra Light Convertible 2-in-1 Laptop/Tablet (Intel 8th gen Quad Core Processor, 16GB RAM, 2TB SSD, 13.3"" UHD (3840x2160) Touch, Active Stylus Pen, Win 10 Pro) Rose Gold",HP,,3043.95,0,0,Windows,,13.3 in,,2 TB,8th-Generation Intel Core i7-8550U,1.8 GHz,16 GB
400,"Acer 11 C732-C6WU 11.6"" Chromebook Intel N3350 4GB 32GB eMMC Chrome OS",Acer,NX.GUKAA.001,185.67,0,0,Chrome OS,12 Hours,11.60 Inches,,32 GB,Intel N3350,1.1 Gigahertz,4 Gigabytes
401,"Dell Chromebook 11 5190 2-in-1 Intel Celeron N3350 X2 1.1GHz 4GB 64GB, Black (Scratch And Dent Refurbished)",Dell,,194.94,0,0,Chrome OS,42 Hours,11.6 Inches,12.00 x 8.20 x 0.90 Inches,64 GB,Intel Celeron,1.1 Gigahertz,4 Gigabytes
402,acer 14in fhd ips chromebook with 3x faster wifi~celeron n3160 quad-core processor up to 2.24ghz~4gb ram~16gb ssd~hdmi~usb 3.0~webcam~up to 12-hours battery~chrome os(renewed) (16gb),Acer,,212.45,0,0,,,,,,,,
403,"Refurbished Acer Chromebook C720P-2625 11.6"" Touchscreen Celeron 1.4GHz 4GB RAM 16GB SSD (Scratches & Dents)",Acer,,167.23,2.5,2,Chrome OS,,11.6 in,,16 GB,,,4 GB
404,"Lenovo 100e 81ER0002US 11.6"" Chromebook N3450 4GB 32GB Flash Chrome OS",Lenovo,81ER0002US,237.96,4.5,11,Chrome OS,10 hours,11.60 Inches,17.00 x 11.00 x 3.00 Inches,32 GB,Intel N3350,1.1 Gigahertz,4 Gigabytes
405,Dell Chromebook 11 3189,Dell,2NN30,333.00,3,6,Chrome OS,10 Hours,"11.6""",17.00 x 3.00 x 11.00 Inches,16 GB,Intel Celeron,1.6 GHz,4 GB
